State,State1,Metro,County,"Violent
crime","Murder and 
non negligent 
manslaughter",Rape,Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny 
theft","Motor 
vehicle 
theft",Arson
UTAH,UT,1,Juab,3,0,1,0,2,54,8,39,7,0
UTAH,UT,1,Morgan,4,0,2,0,2,,,21,3,0
UTAH,UT,1,Salt Lake County Unified Police Department,731,5,156,145,425,"8,002",983,"6,028",991,20
UTAH,UT,1,Tooele,12,0,4,1,7,218,25,173,20,1
UTAH,UT,1,Utah,87,2,30,3,52,323,38,260,25,2
UTAH,UT,1,Washington,28,1,5,3,19,138,31,94,13,0
UTAH,UT,1,Weber,94,0,32,6,56,963,291,583,89,2
UTAH,UT,0,Carbon,10,0,5,0,5,93,25,63,5,0
UTAH,UT,0,Grand,16,0,1,1,14,79,5,70,4,0
UTAH,UT,0,Iron,49,0,8,0,41,119,37,65,17,1
UTAH,UT,0,Kane,7,0,0,0,7,24,6,13,5,0
UTAH,UT,0,Millard,20,1,4,0,15,213,34,154,25,0
UTAH,UT,0,Rich,3,0,0,0,3,18,1,17,0,0
UTAH,UT,0,San Juan,6,1,1,1,3,38,7,25,6,0
UTAH,UT,0,Sanpete,21,0,4,1,16,94,21,65,8,2
UTAH,UT,0,Sevier,8,0,2,0,6,98,17,73,8,1
UTAH,UT,0,Summit,33,0,2,4,27,399,58,320,21,0
UTAH,UT,0,Uintah,55,0,22,1,32,158,48,91,19,4
UTAH,UT,0,Wasatch,31,0,20,0,11,91,14,67,10,0
VERMONT,VT,1,Franklin,6,0,1,0,5,26,7,18,1,0
VERMONT,VT,1,Grand Isle,4,0,0,1,3,27,8,16,3,0
VERMONT,VT,0,Bennington,2,0,1,0,1,6,1,4,1,0
VERMONT,VT,0,Caledonia,2,0,0,0,2,1,0,1,0,0
VERMONT,VT,0,Essex,0,0,0,0,0,18,7,10,1,0
VERMONT,VT,0,Lamoille,9,0,2,0,7,59,3,56,0,0
VERMONT,VT,0,Orange,6,0,6,0,0,18,3,15,0,0
VERMONT,VT,0,Orleans,0,0,0,0,0,75,6,68,1,0
VERMONT,VT,0,Rutland,2,0,0,0,2,13,2,11,0,0
VERMONT,VT,0,Washington,1,0,0,0,1,1,0,1,0,0
VERMONT,VT,0,Windham,2,0,0,0,2,23,5,18,0,0
VERMONT,VT,0,Windsor,0,0,0,0,0,15,12,3,0,0
VIRGINIA,VA,1,Albemarle County Police Department,116,2,28,14,72,"1,267",113,"1,104",50,6
VIRGINIA,VA,1,Amelia,26,0,3,4,19,172,35,107,30,1
VIRGINIA,VA,1,Amherst,74,5,7,5,57,356,36,296,24,2
VIRGINIA,VA,1,Appomattox,20,0,5,2,13,85,9,76,0,0
VIRGINIA,VA,1,Arlington County Police Department,298,2,55,92,149,"3,085",158,"2,721",206,6
VIRGINIA,VA,1,Augusta,90,0,15,5,70,801,182,539,80,3
VIRGINIA,VA,1,Bedford,63,1,13,2,47,475,95,349,31,1
VIRGINIA,VA,1,Botetourt,29,0,5,1,23,247,47,182,18,2
VIRGINIA,VA,1,Charles City,4,1,2,0,1,40,13,23,4,0
VIRGINIA,VA,1,Chesterfield County Police Department,458,12,115,146,185,"5,841",642,"4,887",312,30
VIRGINIA,VA,1,Clarke,6,0,2,0,4,64,11,49,4,1
VIRGINIA,VA,1,Craig,5,0,1,0,4,17,1,12,4,0
VIRGINIA,VA,1,Dinwiddie,86,0,9,10,67,294,43,229,22,5
VIRGINIA,VA,1,Fairfax County Police Department,957,14,167,346,430,"13,279",619,"11,822",838,30
VIRGINIA,VA,1,Fauquier,40,1,14,1,24,284,30,246,8,1
VIRGINIA,VA,1,Fluvanna,33,1,14,0,18,160,23,128,9,1
VIRGINIA,VA,1,Franklin,56,2,14,4,36,565,98,384,83,3
VIRGINIA,VA,1,Frederick,80,0,17,13,50,910,97,748,65,1
VIRGINIA,VA,1,Giles,12,0,2,0,10,127,36,76,15,0
VIRGINIA,VA,1,Gloucester,32,1,10,9,12,399,20,359,20,1
VIRGINIA,VA,1,Goochland,13,1,7,0,5,160,17,135,8,1
VIRGINIA,VA,1,Greene,19,1,10,0,8,195,21,164,10,3
VIRGINIA,VA,1,Hanover,168,0,28,7,133,884,52,796,36,10
VIRGINIA,VA,1,Henrico County Police Department,456,7,42,120,287,"7,887",561,"6,833",493,17
VIRGINIA,VA,1,Isle of Wight,23,0,3,0,20,200,27,158,15,3
VIRGINIA,VA,1,James City County Police Department,83,0,12,13,58,696,44,633,19,0
VIRGINIA,VA,1,King and Queen,13,0,1,1,11,30,2,27,1,2
VIRGINIA,VA,1,King William,13,0,1,2,10,85,14,68,3,0
VIRGINIA,VA,1,Loudoun,393,0,168,36,189,"2,309",136,"2,019",154,24
VIRGINIA,VA,1,Madison,12,0,7,0,5,67,7,52,8,0
VIRGINIA,VA,1,Mathews,5,0,2,0,3,57,15,39,3,2
VIRGINIA,VA,1,Montgomery,61,0,11,6,44,308,53,223,32,2
VIRGINIA,VA,1,Nelson,26,0,8,0,18,166,27,123,16,0
VIRGINIA,VA,1,New Kent,40,3,6,3,28,198,16,180,2,0
VIRGINIA,VA,1,Powhatan,25,0,13,2,10,284,41,234,9,0
VIRGINIA,VA,1,Prince George County Police Department,73,0,15,6,52,339,35,280,24,1
VIRGINIA,VA,1,Prince William County Police Department,787,14,147,155,471,"4,723",425,"3,954",344,13
VIRGINIA,VA,1,Pulaski,51,0,18,2,31,728,76,629,23,6
VIRGINIA,VA,1,Rappahannock,4,0,1,0,3,16,2,13,1,0
VIRGINIA,VA,1,Roanoke County Police Department,187,0,25,22,140,"1,207",146,979,82,0
VIRGINIA,VA,1,Rockingham,41,0,25,1,15,369,88,265,16,4
VIRGINIA,VA,1,Scott,21,0,8,4,9,201,39,140,22,3
VIRGINIA,VA,1,Southampton,19,2,10,0,7,203,42,138,23,3
VIRGINIA,VA,1,Spotsylvania,168,4,31,32,101,803,69,671,63,1
VIRGINIA,VA,1,Stafford,338,6,73,47,212,"1,427",156,"1,203",68,7
VIRGINIA,VA,1,Sussex,8,1,0,2,5,74,23,46,5,3
VIRGINIA,VA,1,Warren,34,1,20,1,12,154,14,135,5,4
VIRGINIA,VA,1,Washington,37,3,10,4,20,603,92,456,55,2
VIRGINIA,VA,1,York,78,0,20,7,51,875,50,793,32,5
VIRGINIA,VA,0,Accomack,100,6,10,25,59,333,81,243,9,2
VIRGINIA,VA,0,Alleghany,14,0,5,1,8,88,25,59,4,2
VIRGINIA,VA,0,Bath,3,0,0,0,3,7,0,7,0,1
VIRGINIA,VA,0,Bland,5,0,1,0,4,37,7,26,4,1
VIRGINIA,VA,0,Brunswick,9,0,1,1,7,81,17,59,5,3
VIRGINIA,VA,0,Buchanan,47,1,11,4,31,281,51,199,31,4
VIRGINIA,VA,0,Buckingham,13,1,5,0,7,122,31,80,11,2
VIRGINIA,VA,0,Caroline,58,0,14,4,40,223,25,198,0,5
VIRGINIA,VA,0,Carroll,36,3,5,0,28,166,27,117,22,0
VIRGINIA,VA,0,Charlotte,20,0,5,3,12,122,29,77,16,1
VIRGINIA,VA,0,Cumberland,11,1,0,1,9,41,9,27,5,1
VIRGINIA,VA,0,Dickenson,17,2,0,0,15,33,5,20,8,1
VIRGINIA,VA,0,Essex,19,0,0,0,19,44,17,17,10,0
VIRGINIA,VA,0,Floyd,19,2,9,0,8,82,16,59,7,2
VIRGINIA,VA,0,Grayson,26,3,6,0,17,169,35,103,31,2
VIRGINIA,VA,0,Greensville,10,0,4,2,4,79,20,56,3,0
VIRGINIA,VA,0,Halifax,45,2,14,8,21,209,56,137,16,4
VIRGINIA,VA,0,Henry,126,2,18,22,84,"1,115",220,785,110,10
VIRGINIA,VA,0,Highland,0,0,0,0,0,11,1,9,1,0
VIRGINIA,VA,0,King George,29,0,7,2,20,213,34,159,20,0
VIRGINIA,VA,0,Lancaster,29,1,8,0,20,50,10,38,2,0
VIRGINIA,VA,0,Lee,27,1,5,2,19,122,12,109,1,1
VIRGINIA,VA,0,Louisa,39,5,10,2,22,333,32,271,30,4
VIRGINIA,VA,0,Lunenburg,17,3,3,1,10,40,18,20,2,0
VIRGINIA,VA,0,Mecklenburg,53,1,22,0,30,185,45,126,14,3
VIRGINIA,VA,0,Middlesex,13,1,4,0,8,112,18,89,5,4
VIRGINIA,VA,0,Northampton,12,0,2,2,8,53,11,34,8,0
VIRGINIA,VA,0,Northumberland,20,1,6,0,13,70,21,45,4,2
VIRGINIA,VA,0,Nottoway,15,1,3,1,10,71,16,46,9,0
VIRGINIA,VA,0,Orange,23,0,12,1,10,125,17,97,11,0
VIRGINIA,VA,0,Page,29,0,9,2,18,152,34,110,8,1
VIRGINIA,VA,0,Patrick,37,0,11,3,23,284,62,201,21,3
VIRGINIA,VA,0,Pittsylvania,79,9,18,10,42,425,107,292,26,2
VIRGINIA,VA,0,Prince Edward,19,0,5,2,12,57,16,37,4,0
VIRGINIA,VA,0,Rockbridge,32,1,7,0,24,238,60,164,14,1
VIRGINIA,VA,0,Russell,54,2,16,2,34,159,35,112,12,3
VIRGINIA,VA,0,Shenandoah,46,2,7,0,37,237,54,174,9,0
VIRGINIA,VA,0,Smyth,29,0,12,1,16,186,27,139,20,2
VIRGINIA,VA,0,Surry,3,0,1,0,2,16,2,11,3,0
VIRGINIA,VA,0,Tazewell,36,1,18,3,14,288,39,221,28,4
VIRGINIA,VA,0,Westmoreland,12,0,4,0,8,68,15,50,3,2
VIRGINIA,VA,0,Wise,64,1,39,3,21,249,51,163,35,5
VIRGINIA,VA,0,Wythe,26,3,15,2,6,193,31,139,23,3
WASHINGTON,WA,1,Asotin,15,1,4,0,10,126,28,91,7,0
WASHINGTON,WA,1,Benton,73,2,6,5,60,386,81,259,46,5
WASHINGTON,WA,1,Chelan,43,0,3,0,40,322,90,219,13,0
WASHINGTON,WA,1,Clark,230,4,64,27,135,"2,189",402,"1,410",377,10
WASHINGTON,WA,1,Cowlitz,64,3,23,1,37,285,85,150,50,5
WASHINGTON,WA,1,Douglas,15,0,9,1,5,225,59,141,25,1
WASHINGTON,WA,1,Franklin,16,1,1,4,10,126,45,68,13,3
WASHINGTON,WA,1,King,607,5,64,176,362,"3,621",796,"2,132",693,77
WASHINGTON,WA,1,Kitsap,445,3,115,28,299,"3,036",590,"2,196",250,4
WASHINGTON,WA,1,Pierce,"1,152",9,144,183,816,"6,822","1,718","4,029","1,075",48
WASHINGTON,WA,1,Skagit,74,0,11,13,50,757,222,474,61,1
WASHINGTON,WA,1,Skamania,12,1,3,0,8,132,32,88,12,2
WASHINGTON,WA,1,Snohomish,535,1,82,74,378,"4,328",917,"2,619",792,30
WASHINGTON,WA,1,Spokane,195,5,51,20,119,"2,666",555,"1,900",211,11
WASHINGTON,WA,1,Stevens,35,1,8,2,24,338,115,176,47,2
WASHINGTON,WA,1,Thurston,246,3,27,19,197,"1,546",545,808,193,11
WASHINGTON,WA,1,Walla Walla,20,1,4,1,14,266,88,152,26,2
WASHINGTON,WA,1,Yakima,153,8,31,17,97,"1,466",383,759,324,7
WASHINGTON,WA,0,Adams,18,0,4,0,14,93,36,45,12,2
WASHINGTON,WA,0,Clallam,49,1,14,3,31,461,119,315,27,1
WASHINGTON,WA,0,Columbia,9,0,1,0,8,72,22,46,4,1
WASHINGTON,WA,0,Ferry,3,0,2,1,0,26,4,19,3,0
WASHINGTON,WA,0,Grant,95,0,25,6,64,837,179,537,121,16
WASHINGTON,WA,0,Grays Harbor,47,1,18,1,27,250,96,134,20,2
WASHINGTON,WA,0,Island,56,1,14,1,40,373,124,230,19,2
WASHINGTON,WA,0,Jefferson,33,0,4,3,26,222,91,117,14,1
WASHINGTON,WA,0,Kittitas,8,1,3,0,4,142,43,88,11,0
WASHINGTON,WA,0,Klickitat,4,1,0,0,3,76,68,5,3,0
WASHINGTON,WA,0,Lewis,86,2,22,3,59,473,146,269,58,1
WASHINGTON,WA,0,Lincoln,10,0,3,0,7,87,26,51,10,5
WASHINGTON,WA,0,Mason,85,0,11,9,65,956,334,510,112,2
WASHINGTON,WA,0,Okanogan,38,1,12,0,25,158,43,106,9,2
WASHINGTON,WA,0,Pacific,21,0,0,2,19,137,59,71,7,1
WASHINGTON,WA,0,Pend Oreille,5,0,2,0,3,140,35,93,12,0
WASHINGTON,WA,0,San Juan,9,0,0,0,9,105,20,76,9,0
WASHINGTON,WA,0,Wahkiakum,4,0,2,0,2,32,9,20,3,0
WASHINGTON,WA,0,Whitman,7,0,0,0,7,35,13,14,8,0
WEST VIRGINIA,WV,1,Berkeley,55,2,5,0,48,88,5,81,2,0
WEST VIRGINIA,WV,1,Brooke,4,0,3,0,1,7,1,6,0,1
WEST VIRGINIA,WV,1,Fayette,49,2,0,2,45,347,108,194,45,5
WEST VIRGINIA,WV,1,Hampshire,25,0,2,1,22,118,42,61,15,1
WEST VIRGINIA,WV,1,Hancock,7,0,1,0,6,2,0,2,0,0
WEST VIRGINIA,WV,1,Jackson,44,0,3,0,41,26,7,14,5,1
WEST VIRGINIA,WV,1,Jefferson,40,1,8,7,24,214,27,167,20,1
WEST VIRGINIA,WV,1,Kanawha,380,10,31,13,326,"1,361",463,688,210,17
WEST VIRGINIA,WV,1,Marshall,9,0,0,0,9,67,25,35,7,0
WEST VIRGINIA,WV,1,Mineral,2,0,0,0,2,40,8,32,0,0
WEST VIRGINIA,WV,1,Monongalia,136,0,10,2,124,487,161,297,29,1
WEST VIRGINIA,WV,1,Morgan,59,0,4,2,53,71,15,50,6,0
WEST VIRGINIA,WV,1,Preston,10,1,3,3,3,133,2,119,12,0
WEST VIRGINIA,WV,1,Wirt,14,0,1,0,13,22,12,8,2,0
WEST VIRGINIA,WV,1,Wood,105,3,10,4,88,489,146,292,51,4
WEST VIRGINIA,WV,0,Calhoun,0,0,0,0,0,10,3,5,2,0
WEST VIRGINIA,WV,0,Doddridge,1,0,0,1,0,32,15,17,0,0
WEST VIRGINIA,WV,0,Greenbrier,14,1,2,1,10,63,26,32,5,1
WEST VIRGINIA,WV,0,Hardy,33,0,0,0,33,13,5,5,3,0
WEST VIRGINIA,WV,0,Lewis,3,0,0,1,2,22,10,6,6,0
WEST VIRGINIA,WV,0,Logan,131,1,4,0,126,4,0,4,0,3
WEST VIRGINIA,WV,0,McDowell,3,0,0,0,3,4,3,1,0,1
WEST VIRGINIA,WV,0,Mercer,83,4,8,10,61,306,106,163,37,7
WEST VIRGINIA,WV,0,Monroe,1,0,1,0,0,33,11,18,4,0
WEST VIRGINIA,WV,0,Nicholas,120,0,4,0,116,13,0,13,0,2
WEST VIRGINIA,WV,0,Randolph,80,0,4,0,76,174,66,102,6,3
WEST VIRGINIA,WV,0,Roane,4,0,0,0,4,2,0,2,0,1
WEST VIRGINIA,WV,0,Summers,10,0,0,0,10,25,3,17,5,0
WEST VIRGINIA,WV,0,Upshur,3,0,2,0,1,11,1,9,1,0
WEST VIRGINIA,WV,0,Wetzel,41,0,2,0,39,22,9,8,5,1
WEST VIRGINIA,WV,0,Wyoming,66,0,1,1,64,70,24,39,7,0
WISCONSIN,WI,1,Brown,83,1,28,3,51,623,36,557,30,2
WISCONSIN,WI,1,Calumet,10,0,4,0,6,74,12,53,9,0
WISCONSIN,WI,1,Chippewa,53,4,22,0,27,199,48,141,10,1
WISCONSIN,WI,1,Columbia,34,1,8,0,25,201,47,136,18,2
WISCONSIN,WI,1,Dane,98,0,20,5,73,684,181,453,50,2
WISCONSIN,WI,1,Douglas,15,0,5,2,8,156,45,99,12,0
WISCONSIN,WI,1,Eau Claire,29,0,16,0,13,192,65,108,19,1
WISCONSIN,WI,1,Fond du Lac,26,0,9,1,16,204,102,92,10,0
WISCONSIN,WI,1,Green,7,0,3,0,4,56,8,45,3,0
WISCONSIN,WI,1,Iowa,8,0,1,0,7,43,11,31,1,0
WISCONSIN,WI,1,Kenosha,50,0,12,7,31,253,26,216,11,6
WISCONSIN,WI,1,Kewaunee,13,0,3,0,10,42,7,34,1,0
WISCONSIN,WI,1,La Crosse,15,0,2,0,13,126,39,78,9,0
WISCONSIN,WI,1,Lincoln,38,0,4,0,34,56,17,36,3,1
WISCONSIN,WI,1,Marathon,41,0,8,4,29,319,45,264,10,0
WISCONSIN,WI,1,Milwaukee,107,2,7,5,93,92,0,68,24,1
WISCONSIN,WI,1,Oconto,19,0,4,1,14,212,80,124,8,0
WISCONSIN,WI,1,Outagamie,37,0,8,0,29,265,82,165,18,3
WISCONSIN,WI,1,Ozaukee,13,0,8,0,5,76,18,51,7,0
WISCONSIN,WI,1,Pierce,4,0,0,0,4,99,29,67,3,2
WISCONSIN,WI,1,Rock,56,0,16,4,36,244,57,163,24,1
WISCONSIN,WI,1,Sheboygan,27,0,4,1,22,271,22,233,16,1
WISCONSIN,WI,1,St. Croix,22,0,1,1,20,278,82,182,14,1
WISCONSIN,WI,1,Washington,7,0,5,1,1,192,37,148,7,0
WISCONSIN,WI,1,Waukesha,58,0,1,0,57,305,37,250,18,0
WISCONSIN,WI,1,Winnebago,18,0,3,1,14,155,45,97,13,0
WISCONSIN,WI,0,Adams,21,0,0,0,21,255,109,134,12,2
WISCONSIN,WI,0,Ashland,22,0,3,0,19,41,11,29,1,0
WISCONSIN,WI,0,Barron,20,1,13,0,6,127,35,83,9,2
WISCONSIN,WI,0,Bayfield,19,0,3,0,16,80,33,40,7,0
WISCONSIN,WI,0,Buffalo,4,0,1,0,3,6,1,3,2,0
WISCONSIN,WI,0,Burnett,20,0,4,0,16,237,78,144,15,3
WISCONSIN,WI,0,Clark,14,0,1,0,13,97,25,57,15,3
WISCONSIN,WI,0,Crawford,25,0,2,0,23,90,10,79,1,0
WISCONSIN,WI,0,Dodge,39,0,14,3,22,149,16,123,10,0
WISCONSIN,WI,0,Door,10,0,4,0,6,57,10,44,3,0
WISCONSIN,WI,0,Dunn,47,0,6,1,40,82,17,51,14,0
WISCONSIN,WI,0,Florence,11,0,1,0,10,16,0,15,1,0
WISCONSIN,WI,0,Forest,8,0,2,0,6,52,9,37,6,2
WISCONSIN,WI,0,Grant,38,1,10,0,27,133,34,84,15,1
WISCONSIN,WI,0,Green Lake,4,0,2,0,2,49,4,41,4,0
WISCONSIN,WI,0,Iron,7,0,0,0,7,42,1,38,3,0
WISCONSIN,WI,0,Jackson,11,0,1,2,8,131,35,78,18,0
WISCONSIN,WI,0,Jefferson,35,0,1,2,32,231,58,162,11,0
WISCONSIN,WI,0,Juneau,50,1,10,0,39,141,49,83,9,0
WISCONSIN,WI,0,Manitowoc,32,0,1,0,31,131,35,91,5,0
WISCONSIN,WI,0,Marinette,10,1,4,2,3,198,81,105,12,1
WISCONSIN,WI,0,Marquette,9,1,1,1,6,69,10,57,2,1
WISCONSIN,WI,0,Monroe,30,0,0,0,30,101,26,59,16,1
WISCONSIN,WI,0,Oneida,28,0,7,0,21,150,37,107,6,1
WISCONSIN,WI,0,Pepin,6,0,4,0,2,30,7,23,0,0
WISCONSIN,WI,0,Polk,35,0,15,2,18,167,34,110,23,0
WISCONSIN,WI,0,Portage,40,0,10,0,30,138,56,75,7,1
WISCONSIN,WI,0,Price,4,0,0,0,4,73,33,38,2,0
WISCONSIN,WI,0,Rusk,13,0,4,1,8,44,14,27,3,0
WISCONSIN,WI,0,Sauk,27,2,13,4,8,304,103,181,20,0
WISCONSIN,WI,0,Sawyer,38,0,7,0,31,105,21,79,5,0
WISCONSIN,WI,0,Taylor,21,0,5,0,16,56,7,48,1,0
WISCONSIN,WI,0,Trempealeau,11,0,0,0,11,82,17,60,5,0
WISCONSIN,WI,0,Vernon,3,1,0,0,2,77,12,58,7,0
WISCONSIN,WI,0,Vilas,4,0,0,0,4,101,20,76,5,0
WISCONSIN,WI,0,Walworth,10,0,3,2,5,152,65,79,8,1
WISCONSIN,WI,0,Washburn,19,0,6,0,13,123,51,63,9,0
WISCONSIN,WI,0,Waupaca,52,0,8,0,44,298,58,221,19,0
WISCONSIN,WI,0,Waushara,36,1,3,1,31,158,42,102,14,1
WISCONSIN,WI,0,Wood,18,1,14,0,3,123,27,85,11,1
WYOMING,WY,1,Natrona,48,0,10,2,36,145,50,79,16,1
WYOMING,WY,0,Albany,6,0,1,0,5,28,4,22,2,0
WYOMING,WY,0,Big Horn,3,0,2,0,1,20,3,16,1,1
WYOMING,WY,0,Campbell,73,0,8,0,65,118,19,83,16,0
WYOMING,WY,0,Carbon,9,0,1,0,8,38,4,33,1,0
WYOMING,WY,0,Converse,11,0,0,0,11,34,1,32,1,0
WYOMING,WY,0,Crook,4,0,1,0,3,17,2,14,1,0
WYOMING,WY,0,Fremont,13,0,4,0,9,183,22,144,17,0
WYOMING,WY,0,Goshen,10,0,1,0,9,27,9,16,2,0
WYOMING,WY,0,Hot Springs,2,0,0,0,2,8,1,7,0,0
WYOMING,WY,0,Johnson,4,0,1,0,3,22,5,13,4,0
WYOMING,WY,0,Lincoln,16,0,7,0,9,119,37,77,5,1
WYOMING,WY,0,Niobrara,4,0,0,0,4,10,2,8,0,0
WYOMING,WY,0,Park,13,0,8,0,5,67,20,43,4,1
WYOMING,WY,0,Platte,0,0,0,0,0,44,8,32,4,0
WYOMING,WY,0,Sheridan,3,0,0,0,3,47,7,31,9,0
WYOMING,WY,0,Sublette,3,0,0,0,3,45,2,40,3,0
WYOMING,WY,0,Sweetwater,16,0,4,0,12,83,16,58,9,1
WYOMING,WY,0,Uinta,2,0,0,0,2,40,5,34,1,0
WYOMING,WY,0,Washakie,2,0,1,0,1,22,3,13,6,0
WYOMING,WY,0,Weston,0,0,0,0,0,1,0,0,1,0
